web-scraper-order,web-scraper-start-url,price,location,address,type,nobeds,nobath,sqft_price,size,pagination,pagination-href
"1647922902-12618","https://www.edgeprop.my/buy/johor/all-residential?page=276","RM 430,000EdgeProp Only","Taman Century","Johor Bahru, Johor","Landed","3 beds","2 bath","2 carpark","RM 275/sqft","",""
"1647921471-8243","https://www.edgeprop.my/buy/johor/all-residential?page=495","RM 600,000","Molek Pine","Jalan Molek 1/27, Taman Molek, Johor Bahru, Johor","Non Landed","2 beds","2 bath","2 carpark","RM 400/sqft","",""
"1647923475-14324","https://www.edgeprop.my/buy/johor/all-residential?page=191","RM 250,000EdgeProp Only","Palazio","Jalan Mutiara Emas 9/14, Taman Mount Austin, Johor Bahru, Johor","Non Landed","Studio","1 bath","1 carpark","RM 516/sqft","",""
"1647920411-4518","https://www.edgeprop.my/buy/johor/all-residential?page=681","RM 540,000","Jalan Mutiara Emas 3","Johor Bharu, Johor","Landed","5 beds","3 bath","RM 385/sqft","1,400 sqft","",""
"1647919868-2626","https://www.edgeprop.my/buy/johor/all-residential?page=776","RM 400,000EdgeProp Only","Taman Ungku Tun Aminah","Jalan Tun Aminah, Skudai, Johor","Landed","3 beds","2 bath","RM 259/sqft","1,540 sqft","",""
"1647920491-4800","https://www.edgeprop.my/buy/johor/all-residential?page=667","RM 380,000EdgeProp Only","Pan Vista, Bandar Baru Permas Jaya","Jalan Permas 7, Bandar Permas Jaya, Permas Jaya/Senibong, Johor","Non Landed","3 beds","2 bath","2 carpark","RM 253/sqft","",""
"1647919997-3067","https://www.edgeprop.my/buy/johor/all-residential?page=754","RM 275,000EdgeProp Only","Lake View Suites","Jalan Austin Perdana 1, Taman Austin Perdana, Johor Bahru, Johor","Non Landed","3 beds","2 bath","RM 307/sqft","893 sqft","",""
"1647919464-1265","https://www.edgeprop.my/buy/johor/all-residential?page=844","RM 430,000","Taman Pulai Indah","Off Persiaran Pulai Indah, Kangkar Pulai, Johor","Landed","4 beds","3 bath","RM 307/sqft","1,400 sqft","",""
"1647924547-17915","https://www.edgeprop.my/buy/johor/all-residential?page=11","RM 295,000MUST SEE","Parc Regency (Elderberry Tower)","Masai, Johor","Non Landed","2 beds","2 bath","RM 364/sqft","810 sqft","",""
"1647919643-1824","https://www.edgeprop.my/buy/johor/all-residential?page=816","RM 270,000","Taman Ungku Tun Aminah","Jalan Tun Aminah, Skudai, Johor","Landed","2 beds","2 bath","RM 350/sqft","770 sqft","",""
"1647921645-8823","https://www.edgeprop.my/buy/johor/all-residential?page=466","RM 515,000","Eco Tropics","Jalan Eko Tropika 1, Pasir Gudang, Johor","Landed","3 + 1 beds","3 bath","2 carpark","RM 321/sqft","",""
"1647920496-4821","https://www.edgeprop.my/buy/johor/all-residential?page=666","RM 1,380,000EdgeProp Only","Taman Mount Austin","Johor Bahru, Johor","Landed","4 + 1 beds","4 bath","RM -","- sqft","",""
"1647922848-12514","https://www.edgeprop.my/buy/johor/all-residential?page=281","RM 538,000EdgeProp Only","Taman Bukit Mewah","Jalan Mewah Ria, Johor Bahru, Johor","Landed","4 beds","3 bath","2 carpark","RM 376/sqft","",""
"1647919859-2605","https://www.edgeprop.my/buy/johor/all-residential?page=777","RM 1,030,000","Eco Botanic","Jalan Eco Botanik off Jlan Kampung Lalang, Iskandar Puteri (Nusajaya), Johor","Landed","5 beds","4 bath","RM 402/sqft","2,560 sqft","",""
"1647920015-3102","https://www.edgeprop.my/buy/johor/all-residential?page=752","RM 320,000","Taman Harmoni 1","Jalan Naga 3, Skudai, Johor","Landed","3 beds","2 bath","RM 324/sqft","987 sqft","",""
"1647924482-17735","https://www.edgeprop.my/buy/johor/all-residential?page=20","RM 370,000EdgeProp Only","Taman Sri Skudai","Jalan Tembaga Merah, Skudai, Johor","Landed","3 beds","2 bath","RM -","- sqft","",""
"1647922743-12255","https://www.edgeprop.my/buy/johor/all-residential?page=294","RM 450,000EdgeProp Only","Taman Pontian Jaya","Pontian, Johor","Landed","3 beds","2 bath","RM 152/sqft","2,960 sqft","",""
"1647922984-12906","https://www.edgeprop.my/buy/johor/all-residential?page=262","RM 1,200,000EdgeProp Only","Taman Mount Austin","Johor Bahru, Johor","Landed","5 beds","5 bath","RM 504/sqft","2,380 sqft","",""
"1647921260-7572","https://www.edgeprop.my/buy/johor/all-residential?page=529","RM 390,000EdgeProp Only","Taman Putri","Jalan Sri Putri, Kulai, Johor","Landed","4 beds","3 bath","RM 253/sqft","1,540 sqft","",""
"1647921920-9636","https://www.edgeprop.my/buy/johor/all-residential?page=425","RM 518,000","Taman Nusa Bestari 2","Off Jalan Nusa Bestari, Skudai, Johor","Landed","3 beds","2 bath","RM 246/sqft","2,100 sqft","",""
"1647923276-13637","https://www.edgeprop.my/buy/johor/all-residential?page=225","RM 1,290,000EdgeProp Only","Taman Gaya","Jalan Gaya, Jalan Sasa, Ulu Tiram, Johor","Landed","5 beds","5 bath","RM 460/sqft","2,800 sqft","",""
"1647920485-4787","https://www.edgeprop.my/buy/johor/all-residential?page=668","RM 270,000","Akademik Suite (Akimiat)","Jalan Austin Height Utama, Johor Bahru, Johor","Non Landed","2 beds","2 bath","RM 358/sqft","753 sqft","",""
"1647919346-838","https://www.edgeprop.my/buy/johor/all-residential?page=865","RM 677,000","Seri Austin","Iskandar, Johor Bahru, Johor","Landed","4 beds","3 bath","RM 232/sqft","2,917 sqft","",""
"1647923400-14039","https://www.edgeprop.my/buy/johor/all-residential?page=205","RM 1,000,000","Horizon Hills","Jalan Eka, Horizon Hills, Johor","Landed","4 beds","5 bath","RM 416/sqft","2,400 sqft","",""
"1647923177-13405","https://www.edgeprop.my/buy/johor/all-residential?page=237","RM 208,000EdgeProp Only","Taman Layang-Layang","Taman Layang-Layang 81850 Kluang Johor, Kluang, Johor","Landed","3 beds","2 bath","1 carpark","RM 118/sqft","",""
"1647924312-17154","https://www.edgeprop.my/buy/johor/all-residential?page=50","RM 300,000EdgeProp Only","JB 1011 Kota Tinggi @ Sri Lalang","Kota Tinggi, Johor","Landed","3 beds","1 bath","RM 134/sqft","2,228 sqft","",""
"1647920781-5912","https://www.edgeprop.my/buy/johor/all-residential?page=612","RM 460,000","Taman Perling","Jalan Camar, Jalan Undan, Jalan Pekaka, Johor Bahru, Johor","Landed","3 beds","2 bath","1 carpark","RM 298/sqft","",""
"1647922161-10432","https://www.edgeprop.my/buy/johor/all-residential?page=386","RM 458,000","Taman Johor Jaya","Off Lebuhraya Pasir Gudang, Johor Bahru, Johor","Landed","3 beds","3 bath","RM -","- sqft","",""
"1647919486-1347","https://www.edgeprop.my/buy/johor/all-residential?page=840","RM 388,000","Taman Kota Masai","Taman Kota Masai, Pasir Gudang, Johor","Landed","4 beds","3 bath","RM 251/sqft","1,540 sqft","",""
"1647922819-12478","https://www.edgeprop.my/buy/johor/all-residential?page=283","RM 320,000EdgeProp Only","The Aliff Residences","Jalan Tahana Off Jalan Tampoi, Johor Bahru, Johor","Non Landed","3 beds","2 bath","RM 336/sqft","950 sqft","",""
"1647921386-7962","https://www.edgeprop.my/buy/johor/all-residential?page=509","RM 868,000","Taman Sutera Utama","Jalan Sutera Pulai 2/1, Skudai, Johor","Landed","4 beds","5 bath","RM -","- sqft","",""
"1647924233-16833","https://www.edgeprop.my/buy/johor/all-residential?page=66","RM 388,000EdgeProp Only","Nusa Heights (Nusa Puncak)","Lebuhraya Persisiran Pantai JB-Nusajaya, Gelang Patah, Johor","Non Landed","3 beds","2 bath","2 carpark","RM 388/sqft","",""
"1647922857-12542","https://www.edgeprop.my/buy/johor/all-residential?page=280","RM 750,000EdgeProp Only","Taman Serimbun","Taman Serimbun, 81200 Johor Bahru, Johor, Johor Bahru, Johor","Landed","4 beds","3 bath","2 carpark","RM 535/sqft","",""
"1647919382-964","https://www.edgeprop.my/buy/johor/all-residential?page=859","RM 500,000","Bandar Baru Uda","Johor Bahru, Johor","Landed","4 beds","3 bath","RM 303/sqft","1,650 sqft","",""
"1647920172-3642","https://www.edgeprop.my/buy/johor/all-residential?page=725","RM 210,000EdgeProp Only","Taman Seri Setanggi","Jalan Selangai, Off Jalan Tebrau, Johor Bahru, Johor","Landed","3 beds","2 bath","RM -","- sqft","",""
"1647924115-16386","https://www.edgeprop.my/buy/johor/all-residential?page=88","RM 485,000EdgeProp Only","Taman Desa Jaya","Off Jalan desa Jaya, Johor Bahru, Johor","Landed","4 beds","3 bath","RM 314/sqft","1,540 sqft","",""
"1647920125-3471","https://www.edgeprop.my/buy/johor/all-residential?page=734","RM 900,000EdgeProp Only","Taman Mutiara Mas","Jalan Mutiara, Skudai, Johor","Landed","4 beds","4 bath","RM 395/sqft","2,275 sqft","",""
"1647923685-14941","https://www.edgeprop.my/buy/johor/all-residential?page=160","RM 750,000EdgeProp Only","Bandar Baru Permas Jaya","Jalan Permas, Permas Jaya/Senibong, Johor","Landed","4 beds","3 bath","RM 576/sqft","1,300 sqft","",""
"1647919303-683","https://www.edgeprop.my/buy/johor/all-residential?page=873","RM 255,000","Bandar Seri Alam","Bandar Seri Alam 81750 Masai Johor, Johor Bahru, Johor","Landed","3 beds","2 bath","2 carpark","RM 249/sqft","",""
"1647920147-3543","https://www.edgeprop.my/buy/johor/all-residential?page=730","RM 248,000","Taman Muhibbah","Jalan Hang Tuah, Kluang, Johor","Landed","3 beds","2 bath","RM 161/sqft","1,540 sqft","",""
"1647919298-672","https://www.edgeprop.my/buy/johor/all-residential?page=874","RM 900,000","Estuari Gardens @ Puteri Harbour","Lebuh Kota Iskandar, Iskandar Puteri (Nusajaya), Johor","Landed","4 beds","5 bath","RM 500/sqft","1,800 sqft","",""
"1647923649-14817","https://www.edgeprop.my/buy/johor/all-residential?page=166","RM 978,000EdgeProp Only","Bandar Seri Alam","Bandar Seri Alam 81750 Masai Johor, Johor Bahru, Johor","Landed","5 beds","4 bath","RM 436/sqft","2,240 sqft","",""
"1647924075-16273","https://www.edgeprop.my/buy/johor/all-residential?page=94","RM 418,000EdgeProp Only","Taman Kulai","Off Jalan Besar, Kulai, Johor","Landed","4 beds","3 bath","RM 271/sqft","1,540 sqft","",""
"1647922626-11958","https://www.edgeprop.my/buy/johor/all-residential?page=309","RM 530,000EdgeProp Only","Taman Pelangi Indah","Ulu Tiram, Ulu Tiram, Johor","Landed","3 beds","2 bath","RM -","- sqft","",""
"1647920937-6405","https://www.edgeprop.my/buy/johor/all-residential?page=587","RM 1,230,000","Taman Ponderosa","Off Persiaran Bumi Hijau, Johor Bahru, Johor","Landed","5 beds","5 bath","RM 30/sqft","40,000 sqft","",""
"1647921483-8289","https://www.edgeprop.my/buy/johor/all-residential?page=493","RM 228,000","Taman Megah Ria","Jalan Jelatang, Masai, Johor","Landed","2 beds","1 bath","RM 311/sqft","732 sqft","",""
"1647922099-10239","https://www.edgeprop.my/buy/johor/all-residential?page=395","RM 570,000","Taman Setia Indah","Jalan Setia, Johor Bahru, Johor","Landed","4 beds","3 bath","RM 370/sqft","1,540 sqft","",""
"1647919137-65","https://www.edgeprop.my/buy/johor/all-residential?page=904","RM 620,000","Bandar Indahpura","Jalan Teratai 36, Kulai, Johor","Landed","4 beds","3 bath","RM 155/sqft","3,993 sqft","",""
"1647920223-3823","https://www.edgeprop.my/buy/johor/all-residential?page=716","RM 238,000","Taman Puteri Wangsa","Jalan Kembia; Jalan Beladau; Jalan Lading; Jalan Jenawi, Ulu Tiram, Johor","Landed","2 beds","1 bath","RM -","- sqft","",""
"1647921955-9746","https://www.edgeprop.my/buy/johor/all-residential?page=420","RM 410,000","Bandar Baru Permas Jaya","Jalan Permas, Permas Jaya/Senibong, Johor","Landed","3 beds","2 bath","3 carpark","RM -","",""
"1647923916-15757","https://www.edgeprop.my/buy/johor/all-residential?page=119","RM 680,000EdgeProp Only","Horizon Hills","Jalan Eka, Horizon Hills, Johor","Landed","4 + 1 beds","3 bath","RM 441/sqft","1,539 sqft","",""
"1647922951-12776","https://www.edgeprop.my/buy/johor/all-residential?page=268","RM 398,000EdgeProp Only","Taman Scientex @ Senai 2 Storey House","Senai, Johor","Landed","4 beds","3 bath","RM 368/sqft","1,080 sqft","",""
"1647923758-15202","https://www.edgeprop.my/buy/johor/all-residential?page=147","RM 400,000EdgeProp Only","Jalan Nilam 2","Jalan Nilam, Ulu Tiram, Johor","Landed","3 beds","2 bath","RM -","- sqft","",""
"1647919475-1310","https://www.edgeprop.my/buy/johor/all-residential?page=842","RM 790,000","Bandar Cemerlang","Ulu Tiram, Johor","Landed","5 beds","4 bath","RM 308/sqft","2,560 sqft","",""
"1647922887-12582","https://www.edgeprop.my/buy/johor/all-residential?page=278","RM 525,000EdgeProp Only","Taman Bukit Indah","Jalan Indah, Johor Bahru, Johor","Landed","4 beds","3 bath","RM -","- sqft","",""
"1647922161-10421","https://www.edgeprop.my/buy/johor/all-residential?page=386","RM 499,000","Taman Gaya","Jalan Gaya, Jalan Sasa, Ulu Tiram, Johor","Landed","3 + 1 beds","2 bath","2 carpark","RM 283/sqft","",""
"1647921898-9579","https://www.edgeprop.my/buy/johor/all-residential?page=428","RM 685,000","Taman Kempas Utama","Jalan kempas utama, Johor Bahru, Johor","Landed","5 beds","4 bath","2 carpark","RM 407/sqft","",""
"1647924389-17454","https://www.edgeprop.my/buy/johor/all-residential?page=35","RM 480,000EdgeProp Only","Taman Nusa Bestari 2","Off Jalan Nusa Bestari, Skudai, Johor","Landed","3 beds","2 bath","RM -","- sqft","",""
"1647921270-7611","https://www.edgeprop.my/buy/johor/all-residential?page=527","RM 330,000EdgeProp Only","Taman Sri Skudai","Jalan Tembaga Merah, Skudai, Johor","Landed","3 beds","2 bath","RM 428/sqft","770 sqft","",""
"1647924212-16746","https://www.edgeprop.my/buy/johor/all-residential?page=70","RM 408,000EdgeProp Only","Jalan Pasir Gudang","Pasir Gudang, Johor","Landed","4 beds","3 bath","RM -","- sqft","",""
"1647924475-17733","https://www.edgeprop.my/buy/johor/all-residential?page=21","RM 1,800,000EdgeProp Only","Seri Austin","Iskandar, Johor Bahru, Johor","Landed","4 + 2 beds","5 bath","RM -","- sqft","",""
"1647919371-932","https://www.edgeprop.my/buy/johor/all-residential?page=861","RM 808,000","Taman Sutera Utama","Jalan Sutera Pulai 2/1, Skudai, Johor","Landed","5 beds","4 bath","RM 420/sqft","1,920 sqft","",""
"1647920563-5076","https://www.edgeprop.my/buy/johor/all-residential?page=653","RM 150,000","Sri Lanang Flat (Rumah Pangsa Sri Lanang)","Taman Desa Tebrau, 81100 Johor Bahru, Johor, Johor Bahru, Johor","Non Landed","3 beds","2 bath","RM 200/sqft","750 sqft","",""
"1647920573-5116","https://www.edgeprop.my/buy/johor/all-residential?page=651","RM 248,000","Idaman Senibong","Jalan Persiaran Senibong, Permas Jaya/Senibong, Johor","Non Landed","3 beds","2 bath","RM 304/sqft","815 sqft","",""
"1647919346-850","https://www.edgeprop.my/buy/johor/all-residential?page=865","RM 238,000","Taman Desa Cemerlang","Off Jalan Tanjong, Ulu Tiram, Johor","Landed","2 beds","1 bath","RM 309/sqft","770 sqft","",""
"1647921920-9647","https://www.edgeprop.my/buy/johor/all-residential?page=425","RM 498,000","Taman Pelangi Indah","Ulu Tiram, Ulu Tiram, Johor","Landed","3 beds","2 bath","RM 259/sqft","1,920 sqft","",""
"1647922025-9986","https://www.edgeprop.my/buy/johor/all-residential?page=408","RM 229,000","Lily & Jasmine Apartment","Jalan Persiaran Titiwangsa Utama, Tampoi, Johor","Non Landed","3 beds","2 bath","RM 228/sqft","1,001 sqft","",""
"1647919831-2498","https://www.edgeprop.my/buy/johor/all-residential?page=782","RM 568,000EdgeProp Only","Jalan Setia 6/1","Johor Bharu, Johor","Landed","4 beds","2 bath","2 carpark","RM 193/sqft","",""
"1647922438-11461","https://www.edgeprop.my/buy/johor/all-residential?page=334","RM 365,000EdgeProp Only","Jalan Meranti","Jalan Meranti, Johor Bahru, Johor","Landed","3 + 1 beds","2 bath","RM 237/sqft","1,540 sqft","",""
"1647922394-11299","https://www.edgeprop.my/buy/johor/all-residential?page=342","RM 290,000EdgeProp Only","Taman Cahaya Masai","Jalan Delima, Pasir Gudang, Johor","Landed","4 beds","2 bath","RM 268/sqft","1,080 sqft","",""
"1647924167-16572","https://www.edgeprop.my/buy/johor/all-residential?page=79","RM 479,000EdgeProp Only","Taman Nusa Bayu","Iskandar Puteri (Nusajaya), Johor","Landed","4 beds","3 bath","RM 342/sqft","1,400 sqft","",""
"1647920532-4964","https://www.edgeprop.my/buy/johor/all-residential?page=659","RM 570,000EdgeProp Only","La Gardens @ Austin","Jalan Jaya Putra 5, Johor Bahru, Johor","Landed","4 beds","3 bath","RM 487/sqft","1,170 sqft","",""
"1647921117-7030","https://www.edgeprop.my/buy/johor/all-residential?page=556","RM 920,000EdgeProp Only","Taman Desa Cemerlang","Off Jalan Tanjong, Ulu Tiram, Johor","Landed","4 + 1 beds","4 bath","RM 341/sqft","2,694 sqft","",""
"1647924262-16935","https://www.edgeprop.my/buy/johor/all-residential?page=60","RM 799,000EdgeProp Only","Taman Pelangi Indah","Ulu Tiram, Ulu Tiram, Johor","Landed","4 beds","3 bath","RM 249/sqft","3,200 sqft","",""
"1647923910-15744","https://www.edgeprop.my/buy/johor/all-residential?page=120","RM 880,000EdgeProp Only","Taman Kebun Teh","Off Jalan Kebun The, Johor Bahru, Johor","Landed","3 beds","3 bath","RM 200/sqft","4,388 sqft","",""
"1647919491-1354","https://www.edgeprop.my/buy/johor/all-residential?page=839","RM 500,000","Taman Ehsan Jaya","Jalan EJ Off Jalan Kemuning, Johor Bahru, Johor","Landed","4 beds","3 bath","RM 384/sqft","1,300 sqft","",""
"1647924534-17882","https://www.edgeprop.my/buy/johor/all-residential?page=13","RM 620,000MUST SEE","Setia Tropika","Johor, Setia Tropika, Johor","Landed","4 beds","3 bath","2 carpark","RM 387/sqft","",""
"1647923740-15150","https://www.edgeprop.my/buy/johor/all-residential?page=150","RM 228,000EdgeProp Only","Taman Senai Jaya","Jalan Senai Jaya, Senai, Johor","Landed","2 beds","1 bath","RM 296/sqft","770 sqft","",""
"1647922156-10395","https://www.edgeprop.my/buy/johor/all-residential?page=387","RM 820,000","Nusa Idaman","Jalan Idaman, Iskandar Puteri (Nusajaya), Johor","Landed","6 beds","5 bath","RM -","- sqft","",""
"1647921321-7761","https://www.edgeprop.my/buy/johor/all-residential?page=519","RM 385,000EdgeProp Only","Taman Universiti","Jalan Pendidikan; Jalan Kejayaan; Jalan Pertanian, Skudai, Johor","Landed","4 beds","2 bath","2 carpark","RM -","",""
"1647920167-3625","https://www.edgeprop.my/buy/johor/all-residential?page=726","RM 610,000","Austin Duta","Jalan Austin Duta, Johor Bahru, Johor","Landed","3 beds","3 bath","RM 396/sqft","1,540 sqft","",""
"1647924157-16532","https://www.edgeprop.my/buy/johor/all-residential?page=81","RM 460,000EdgeProp Only","Taman Bukit Indah","Jalan Indah, Johor Bahru, Johor","Landed","3 beds","2 bath","RM 255/sqft","1,800 sqft","",""
"1647920320-4174","https://www.edgeprop.my/buy/johor/all-residential?page=698","RM 548,000EdgeProp Only","Taman Desa Jaya","Off Jalan desa Jaya, Johor Bahru, Johor","Landed","4 beds","3 bath","RM 244/sqft","2,240 sqft","",""
"1647924252-16898","https://www.edgeprop.my/buy/johor/all-residential?page=62","RM 80,000EdgeProp Only","Taman Segamat","Jalan Cenderawasih, Segamat, Johor","Landed","- beds","- bath","RM 80,000/acre","1 acre","",""
